,mall_id,shop_id,wifis_mean_inten
4214,m_4187,s_1366565,"{'b_15362440': -62.0, 'b_21789710': -72.0, 'b_21789711': -68.0, 'b_21789752': -64.0, 'b_18339538': -65.0, 'b_42830286': -75.0, 'b_10427913': -70.0, 'b_11483259': -59.0, 'b_14355730': -78.0, 'b_21789753': -61.0, 'b_50020914': -69.0, 'b_50020915': -73.0, 'b_21789534': -78.0, 'b_21789535': -71.0, 'b_11483260': -65.0}"
4215,m_4187,s_1367262,"{'b_18339538': -68.0, 'b_21789534': -80.0, 'b_21789710': -81.0, 'b_21789711': -76.0, 'b_21789752': -68.0, 'b_21789753': -61.0, 'b_42830286': -64.0, 'b_49492468': -77.0, 'b_26124461': -73.0, 'b_50020914': -53.0, 'b_50020915': -56.0, 'b_11483260': -74.0, 'b_50234335': -78.0, 'b_1845390': -69.0, 'b_21789725': -75.0, 'b_21789535': -73.0, 'b_36897603': -51.0, 'b_11483259': -69.0, 'b_14355730': -66.0, 'b_21789775': -75.0, 'b_15362440': -70.0, 'b_52924290': -73.0}"
4216,m_4187,s_1369166,"{'b_21789710': -66.0, 'b_21789711': -63.0, 'b_21789752': -67.0, 'b_21789753': -62.0, 'b_42830286': -72.0, 'b_11483260': -63.0, 'b_10427913': -72.0, 'b_11483259': -56.0, 'b_14355730': -77.0, 'b_18339538': -57.0, 'b_50020914': -71.0, 'b_50020915': -77.0, 'b_21789534': -73.0, 'b_21789535': -69.0, 'b_15362440': -62.0}"
4217,m_4187,s_1373832,"{'b_18339538': -50.0, 'b_40701674': -81.0, 'b_12874659': -75.0, 'b_16403760': -76.0, 'b_48771312': -76.0, 'b_21789710': -47.0, 'b_21789711': -42.0, 'b_21789752': -78.0, 'b_21789753': -73.0, 'b_42830286': -78.0, 'b_49273398': -76.0, 'b_50020914': -75.0, 'b_50020915': -79.0, 'b_11483260': -63.0, 'b_2045666': -75.0, 'b_1845390': -79.0, 'b_21789534': -64.0, 'b_21789535': -60.0, 'b_18466879': -75.0, 'b_36897603': -75.0, 'b_11483259': -52.0, 'b_15362440': -68.0}"
4218,m_4187,s_1374739,"{'b_36897603': -59.0, 'b_50234335': -74.0, 'b_21789710': -79.0, 'b_21789711': -73.0, 'b_21789752': -71.0, 'b_18339538': -68.0, 'b_42830286': -68.0, 'b_49492468': -72.0, 'b_15362440': -63.0, 'b_11483259': -63.0, 'b_26124461': -73.0, 'b_21789775': -76.0, 'b_14355730': -71.0, 'b_21789753': -64.0, 'b_50020914': -58.0, 'b_50020915': -62.0, 'b_21789534': -75.0, 'b_21789535': -70.0, 'b_11483260': -68.0, 'b_52924290': -70.0}"
4219,m_4187,s_1375123,"{'b_12874659': -73.0, 'b_16403760': -78.0, 'b_48771312': -78.0, 'b_2045666': -70.0, 'b_21789710': -47.0, 'b_21789711': -45.0, 'b_21789752': -80.0, 'b_18339538': -52.0, 'b_49273398': -80.0, 'b_11483259': -56.0, 'b_15362440': -74.0, 'b_18466879': -74.0, 'b_21789753': -74.0, 'b_50020914': -77.0, 'b_50020915': -82.0, 'b_21789534': -61.0, 'b_21789535': -55.0, 'b_11483260': -64.0, 'b_6841853': -71.0}"
4220,m_4187,s_1375124,"{'b_12874659': -73.0, 'b_21789710': -71.0, 'b_21789711': -62.0, 'b_21789752': -79.0, 'b_18339538': -66.0, 'b_11483260': -58.0, 'b_11483259': -50.0, 'b_15362440': -63.0, 'b_21789753': -72.0, 'b_50020914': -73.0, 'b_50020915': -77.0, 'b_21789534': -57.0, 'b_21789535': -54.0, 'b_18466879': -70.0}"
4221,m_4187,s_1375126,"{'b_18339538': -71.0, 'b_27023126': -77.0, 'b_21789710': -81.0, 'b_21789711': -73.0, 'b_21789752': -76.0, 'b_21789753': -68.0, 'b_42830286': -66.0, 'b_49492468': -68.0, 'b_26124461': -70.0, 'b_50020914': -59.0, 'b_50020915': -65.0, 'b_11483260': -73.0, 'b_50234335': -67.0, 'b_1845390': -74.0, 'b_21789534': -81.0, 'b_21789535': -71.0, 'b_36897603': -61.0, 'b_11483259': -67.0, 'b_14355730': -61.0, 'b_21789775': -68.0, 'b_15362440': -70.0, 'b_52924290': -66.0}"
4222,m_4187,s_1376098,"{'b_12874659': -74.0, 'b_16403760': -78.0, 'b_48771312': -79.0, 'b_2045666': -80.0, 'b_21789710': -67.0, 'b_36897603': -75.0, 'b_21789752': -78.0, 'b_18339538': -68.0, 'b_42830286': -79.0, 'b_21789711': -62.0, 'b_49273398': -81.0, 'b_11483259': -49.0, 'b_18466879': -72.0, 'b_21789753': -73.0, 'b_50020914': -75.0, 'b_50020915': -79.0, 'b_21789534': -58.0, 'b_21789535': -54.0, 'b_15362440': -63.0, 'b_11483260': -57.0}"
4223,m_4187,s_1376469,"{'b_12874659': -80.0, 'b_11483260': -55.0, 'b_21789710': -71.0, 'b_36897603': -72.0, 'b_21789752': -75.0, 'b_18339538': -68.0, 'b_42830286': -76.0, 'b_21789711': -67.0, 'b_11483259': -53.0, 'b_18466879': -74.0, 'b_21789753': -72.0, 'b_50020914': -73.0, 'b_50020915': -79.0, 'b_21789534': -66.0, 'b_21789535': -61.0, 'b_15362440': -56.0}"
4224,m_4187,s_1376470,"{'b_12874659': -76.0, 'b_36897603': -69.0, 'b_21789713': -69.0, 'b_21789710': -74.0, 'b_21789711': -70.0, 'b_21789752': -70.0, 'b_18339538': -68.0, 'b_42830286': -71.0, 'b_15362440': -55.0, 'b_11483259': -57.0, 'b_18253212': -72.0, 'b_21789775': -80.0, 'b_18466879': -75.0, 'b_14355730': -73.0, 'b_21789753': -66.0, 'b_50020914': -69.0, 'b_50020915': -73.0, 'b_21789534': -73.0, 'b_21789535': -65.0, 'b_11483260': -63.0, 'b_52924290': -76.0}"
4225,m_4187,s_1378725,"{'b_36897603': -61.0, 'b_21789752': -74.0, 'b_18339538': -69.0, 'b_42830286': -69.0, 'b_21789753': -67.0, 'b_11483259': -66.0, 'b_14355730': -67.0, 'b_15362440': -69.0, 'b_21789775': -71.0, 'b_50020914': -61.0, 'b_50020915': -62.0, 'b_21789535': -72.0, 'b_11483260': -71.0, 'b_52924290': -68.0}"
4226,m_4187,s_1379699,"{'b_15362440': -65.0, 'b_2045666': -75.0, 'b_21789710': -56.0, 'b_21789711': -52.0, 'b_21789752': -74.0, 'b_18339538': -52.0, 'b_42830286': -73.0, 'b_11483259': -53.0, 'b_21789753': -70.0, 'b_50020914': -72.0, 'b_50020915': -79.0, 'b_21789534': -69.0, 'b_21789535': -63.0, 'b_11483260': -63.0, 'b_10448913': -75.0}"
4227,m_4187,s_1379701,"{'b_36897603': -71.0, 'b_21789713': -72.0, 'b_21789710': -77.0, 'b_21789711': -73.0, 'b_21789752': -72.0, 'b_18339538': -70.0, 'b_42830286': -72.0, 'b_11483260': -62.0, 'b_11483259': -59.0, 'b_14355730': -75.0, 'b_21789753': -66.0, 'b_50020914': -69.0, 'b_50020915': -72.0, 'b_21789534': -73.0, 'b_21789535': -67.0, 'b_15362440': -58.0}"
4228,m_4187,s_1381474,"{'b_12874659': -72.0, 'b_16403760': -77.0, 'b_2045666': -71.0, 'b_21789710': -56.0, 'b_21789711': -54.0, 'b_21789752': -82.0, 'b_18339538': -60.0, 'b_11483260': -62.0, 'b_16860001': -79.0, 'b_11483259': -53.0, 'b_18466879': -73.0, 'b_21789753': -74.0, 'b_50020914': -73.0, 'b_50020915': -81.0, 'b_21789534': -62.0, 'b_21789535': -56.0, 'b_15362440': -75.0, 'b_6841853': -74.0}"
4229,m_4187,s_1381475,"{'b_18339538': -67.0, 'b_21789534': -52.0, 'b_41172313': -76.0, 'b_12874659': -59.0, 'b_16403760': -72.0, 'b_21789535': -49.0, 'b_21789710': -68.0, 'b_21789711': -66.0, 'b_21789752': -82.0, 'b_21789753': -76.0, 'b_42830286': -77.0, 'b_21789652': -74.0, 'b_21789651': -79.0, 'b_50020914': -75.0, 'b_50020915': -81.0, 'b_11483260': -57.0, 'b_2045666': -81.0, 'b_21790002': -81.0, 'b_21790003': -75.0, 'b_18466879': -64.0, 'b_36897603': -74.0, 'b_11483259': -50.0, 'b_15362440': -69.0}"
4230,m_4187,s_1383550,"{'b_12874659': -76.0, 'b_11483260': -56.0, 'b_2045666': -78.0, 'b_21789710': -71.0, 'b_36897603': -70.0, 'b_21789752': -75.0, 'b_18339538': -66.0, 'b_42830286': -75.0, 'b_21789711': -65.0, 'b_11483259': -51.0, 'b_18466879': -73.0, 'b_21789753': -72.0, 'b_50020914': -73.0, 'b_50020915': -77.0, 'b_21789534': -65.0, 'b_21789535': -59.0, 'b_15362440': -56.0}"
4231,m_4187,s_1383819,"{'b_12874659': -64.0, 'b_16403760': -74.0, 'b_21789710': -69.0, 'b_21789711': -65.0, 'b_21789752': -82.0, 'b_18339538': -67.0, 'b_11483260': -56.0, 'b_11483259': -51.0, 'b_15362440': -70.0, 'b_50020915': -79.0, 'b_21789534': -53.0, 'b_21789535': -49.0, 'b_18466879': -67.0}"
4232,m_4187,s_1413833,"{'b_36897603': -68.0, 'b_21789710': -77.0, 'b_21789711': -72.0, 'b_21789752': -70.0, 'b_18339538': -69.0, 'b_42830286': -71.0, 'b_11483260': -61.0, 'b_11483259': -58.0, 'b_14355730': -73.0, 'b_21789753': -65.0, 'b_50020914': -67.0, 'b_50020915': -71.0, 'b_21789534': -74.0, 'b_21789535': -65.0, 'b_15362440': -57.0}"
4233,m_4187,s_1482149,"{'b_36897603': -61.0, 'b_11483260': -80.0, 'b_50234335': -72.0, 'b_14355730': -44.0, 'b_1845390': -76.0, 'b_21789753': -74.0, 'b_42830286': -72.0, 'b_49492468': -73.0, 'b_11483259': -77.0, 'b_26124461': -72.0, 'b_21789752': -80.0, 'b_21789775': -62.0, 'b_50020914': -73.0, 'b_50020915': -77.0, 'b_27023126': -78.0, 'b_15362440': -80.0, 'b_52924290': -71.0}"
4234,m_4187,s_1517159,"{'b_25639626': -70.0, 'b_25639627': -67.0, 'b_41048741': -64.0, 'b_32710665': -36.0, 'b_32710666': -36.0, 'b_31419207': -56.0, 'b_956440': -74.0, 'b_12774517': -57.0, 'b_5834020': -56.0, 'b_25639472': -80.0}"
4235,m_4187,s_1526517,"{'b_17864525': -70.0, 'b_19085785': -72.0, 'b_44275663': -67.0, 'b_48212754': -62.0, 'b_30818891': -67.0, 'b_46448018': -75.0, 'b_25679529': -57.0, 'b_25679528': -61.0, 'b_21789817': -72.0, 'b_39978108': -67.0, 'b_47655828': -55.0, 'b_16394881': -75.0}"
4236,m_4187,s_1753275,"{'b_25384211': -83.0, 'b_30102482': -74.0, 'b_30731219': -48.0, 'b_30746844': -66.0, 'b_2969373': -71.0, 'b_22061789': -65.0, 'b_13110918': -80.0, 'b_46335259': -63.0, 'b_50659978': -83.0, 'b_30111877': -80.0, 'b_30654786': -61.0, 'b_30731196': -43.0, 'b_32228567': -84.0, 'b_30731198': -70.0, 'b_30654820': -65.0, 'b_16247541': -83.0, 'b_51328652': -62.0, 'b_30111176': -81.0}"
4237,m_4187,s_1894934,"{'b_27022819': -37.0, 'b_21789699': -61.0, 'b_49492486': -51.0, 'b_40884227': -75.0, 'b_14006614': -74.0, 'b_16394973': -75.0, 'b_27023126': -74.0, 'b_17501486': -74.0, 'b_21789775': -80.0, 'b_49492468': -65.0, 'b_26124461': -73.0, 'b_50234392': -51.0, 'b_26124543': -79.0, 'b_13897366': -72.0, 'b_40328295': -74.0, 'b_50234335': -65.0, 'b_17788461': -73.0, 'b_43928204': -80.0, 'b_16394974': -72.0, 'b_6856225': -70.0, 'b_21789608': -82.0, 'b_21789700': -59.0, 'b_26124544': -79.0, 'b_52924290': -76.0}"
4238,m_4187,s_1934437,"{'b_12774263': -63.0, 'b_26125272': -74.0, 'b_14281271': -34.0, 'b_31417610': -61.0, 'b_18448100': -57.0, 'b_5832699': -62.0, 'b_11512928': -67.0, 'b_15718453': -68.0, 'b_25678799': -65.0, 'b_30818891': -70.0, 'b_25679736': -68.0, 'b_25679737': -63.0}"
4239,m_4187,s_1942289,"{'b_18420789': -77.0, 'b_49492509': -51.0, 'b_26125272': -56.0, 'b_26125273': -59.0, 'b_45356987': -40.0, 'b_26125274': -54.0, 'b_13871915': -73.0, 'b_21702743': -71.0, 'b_21702745': -72.0, 'b_45319129': -74.0, 'b_50234452': -51.0, 'b_51152858': -73.0, 'b_38301493': -74.0, 'b_12217812': -73.0, 'b_45356988': -49.0}"
4240,m_4187,s_2590554,"{'b_18257262': -60.0, 'b_30818866': -60.0, 'b_30818891': -61.0, 'b_48212754': -59.0}"
4241,m_4187,s_2754515,"{'b_53098107': -67.0, 'b_44188395': -66.0, 'b_956795': -74.0, 'b_956794': -69.0, 'b_956796': -73.0, 'b_956793': -69.0, 'b_32630238': -58.0, 'b_32630239': -66.0, 'b_956440': -76.0, 'b_16305875': -69.0, 'b_16305874': -77.0, 'b_16305896': -71.0, 'b_53098094': -63.0, 'b_42900276': -75.0, 'b_26125636': -71.0, 'b_26125637': -75.0, 'b_26125638': -70.0, 'b_16394874': -74.0, 'b_25639473': -66.0, 'b_25639472': -73.0, 'b_16305885': -77.0, 'b_16305886': -72.0}"
4242,m_4187,s_2835376,"{'b_21138701': -28.0, 'b_25679774': -80.0, 'b_21789602': -73.0, 'b_21789603': -58.0, 'b_16394899': -70.0, 'b_16394898': -72.0, 'b_21789725': -73.0, 'b_21789724': -74.0, 'b_15227131': -69.0}"
4243,m_4187,s_2915690,"{'b_12874659': -64.0, 'b_16403760': -67.0, 'b_21789535': -68.0, 'b_21789710': -80.0, 'b_21789711': -75.0, 'b_18339538': -72.0, 'b_11483260': -64.0, 'b_11483259': -60.0, 'b_15362440': -77.0, 'b_21789534': -71.0, 'b_41172313': -78.0, 'b_18466879': -52.0, 'b_21789652': -75.0}"
4244,m_4187,s_3033789,"{'b_40328295': -50.0, 'b_26124461': -64.0, 'b_47565144': -63.0, 'b_40328296': -53.0, 'b_26124440': -78.0}"
4245,m_4187,s_3164499,"{'b_15362440': -66.0, 'b_21789711': -74.0, 'b_21789752': -47.0, 'b_21789753': -42.0, 'b_42830286': -59.0, 'b_10427913': -77.0, 'b_11483259': -69.0, 'b_14355730': -72.0, 'b_21789775': -79.0, 'b_50020914': -63.0, 'b_50020915': -69.0, 'b_21789535': -78.0, 'b_11483260': -74.0, 'b_18339538': -68.0}"
4246,m_4187,s_3212464,"{'b_26124532': -82.0, 'b_26124533': -78.0, 'b_26124531': -81.0, 'b_2045642': -74.0, 'b_6118516': -79.0, 'b_26124519': -73.0, 'b_21005537': -73.0, 'b_32630238': -79.0, 'b_32630239': -82.0, 'b_13800266': -78.0, 'b_25637803': -78.0, 'b_40041625': -47.0, 'b_26125288': -77.0, 'b_26125287': -82.0, 'b_41071685': -79.0, 'b_56124221': -80.0, 'b_40328295': -80.0, 'b_26124318': -79.0, 'b_26124319': -79.0, 'b_21789895': -81.0, 'b_25679783': -74.0, 'b_25679782': -78.0, 'b_36898371': -76.0, 'b_26124543': -82.0, 'b_30911758': -79.0, 'b_26124442': -76.0, 'b_26124440': -76.0, 'b_26124441': -79.0, 'b_26124521': -70.0, 'b_26124520': -75.0, 'b_26125636': -81.0, 'b_26125637': -82.0, 'b_26125286': -81.0, 'b_26125638': -77.0, 'b_56841301': -81.0, 'b_21789896': -77.0, 'b_49752838': -79.0, 'b_16394853': -77.0, 'b_16394852': -81.0, 'b_41170162': -79.0, 'b_26434752': -81.0, 'b_26124320': -75.0, 'b_40184681': -80.0, 'b_25679507': -75.0, 'b_25679506': -81.0, 'b_26124473': -77.0, 'b_26124471': -81.0, 'b_26124455': -80.0, 'b_26124454': -81.0, 'b_26124456': -77.0, 'b_25679521': -82.0, 'b_25679522': -78.0}"
4247,m_4187,s_3475094,"{'b_14934101': -40.0, 'b_25679195': -81.0, 'b_25679196': -76.0, 'b_52991507': -78.0, 'b_25679326': -77.0, 'b_25639345': -81.0, 'b_16305851': -81.0, 'b_48299369': -53.0, 'b_47255885': -53.0, 'b_47700323': -78.0, 'b_25678854': -76.0, 'b_53095066': -77.0, 'b_14277007': -76.0, 'b_25678853': -81.0, 'b_25679325': -81.0, 'b_25678948': -78.0, 'b_25678949': -73.0, 'b_15575714': -81.0, 'b_25639346': -79.0}"
4248,m_4187,s_3492051,"{'b_21789787': -73.0, 'b_21789786': -79.0, 'b_53797045': -76.0, 'b_25679659': -62.0, 'b_25679658': -66.0, 'b_25679181': -70.0, 'b_25679180': -75.0, 'b_14411835': -56.0, 'b_11517881': -80.0}"
4249,m_4187,s_3494337,"{'b_38380985': -62.0, 'b_10570584': -37.0, 'b_16394852': -67.0, 'b_4173518': -64.0, 'b_7264195': -39.0, 'b_2171039': -38.0, 'b_6136391': -41.0, 'b_32630238': -65.0, 'b_32630239': -73.0, 'b_31030283': -41.0, 'b_14949831': -49.0, 'b_16394853': -61.0, 'b_14949832': -50.0}"
4250,m_4187,s_359964,"{'b_25638884': -53.0, 'b_26046334': -72.0, 'b_21789767': -79.0, 'b_53944697': -77.0, 'b_25638883': -56.0, 'b_53944696': -60.0, 'b_1182608': -62.0, 'b_40826632': -35.0, 'b_47859653': -64.0, 'b_25679796': -76.0, 'b_25679820': -73.0, 'b_11860391': -72.0, 'b_21789541': -60.0, 'b_21789540': -65.0, 'b_18448100': -69.0}"
4251,m_4187,s_3668948,"{'b_14934101': -79.0, 'b_15575714': -64.0, 'b_52991507': -74.0, 'b_25678853': -59.0, 'b_25679326': -71.0, 'b_25678854': -51.0, 'b_45547740': -73.0, 'b_53095067': -69.0, 'b_53095066': -65.0, 'b_14277007': -66.0, 'b_41207714': -83.0, 'b_15575715': -77.0, 'b_16305892': -76.0, 'b_25679325': -60.0, 'b_16305867': -72.0}"
4252,m_4187,s_3683375,"{'b_25678947': -68.0, 'b_25678909': -80.0, 'b_26124519': -72.0, 'b_26124545': -68.0, 'b_26124544': -74.0, 'b_21790111': -75.0, 'b_26124543': -66.0}"
4253,m_4187,s_3756107,"{'b_30815805': -76.0, 'b_25679637': -70.0, 'b_7264710': -80.0, 'b_40083015': -68.0, 'b_25679636': -73.0, 'b_30751508': -67.0, 'b_15232832': -49.0, 'b_15232831': -39.0}"
4254,m_4187,s_3758697,"{'b_26124420': -80.0, 'b_26124419': -75.0, 'b_25679637': -61.0, 'b_25679636': -65.0, 'b_40083015': -44.0, 'b_26939545': -74.0, 'b_21702743': -77.0, 'b_21702745': -76.0, 'b_25639451': -74.0, 'b_36898363': -77.0, 'b_25679688': -76.0, 'b_15232832': -79.0, 'b_15232831': -71.0, 'b_25679720': -79.0}"
4255,m_4187,s_376027,"{'b_13300231': -63.0, 'b_13300232': -77.0, 'b_21789608': -64.0, 'b_21789609': -66.0, 'b_7949858': -64.0, 'b_13303874': -63.0, 'b_13303875': -77.0, 'b_18253212': -45.0, 'b_25439106': -67.0, 'b_52825028': -67.0, 'b_21789713': -56.0}"
4256,m_4187,s_376973,"{'b_27022819': -74.0, 'b_21789699': -78.0, 'b_21789608': -66.0, 'b_17501486': -72.0, 'b_6856225': -57.0, 'b_43928204': -46.0, 'b_25439106': -59.0, 'b_17788461': -70.0, 'b_16394973': -73.0, 'b_52825028': -70.0, 'b_14006614': -71.0, 'b_13897366': -70.0, 'b_16394974': -71.0, 'b_21789609': -63.0}"
4257,m_4187,s_3774985,"{'b_53098107': -56.0, 'b_44188395': -71.0, 'b_956795': -78.0, 'b_956794': -72.0, 'b_956793': -73.0, 'b_32630238': -66.0, 'b_32630239': -71.0, 'b_41071685': -76.0, 'b_16305908': -65.0, 'b_16305875': -67.0, 'b_16305874': -72.0, 'b_16305896': -66.0, 'b_16305895': -71.0, 'b_16305907': -75.0, 'b_53098094': -64.0, 'b_26125636': -78.0, 'b_16394873': -78.0, 'b_16394874': -65.0, 'b_25639473': -71.0, 'b_25639472': -77.0, 'b_16305885': -76.0, 'b_16305886': -67.0}"
4258,m_4187,s_377637,"{'b_54791533': -76.0, 'b_53026684': -70.0, 'b_53903159': -74.0, 'b_48203443': -70.0, 'b_18395481': -41.0, 'b_25679358': -69.0, 'b_25639336': -78.0, 'b_25678977': -77.0, 'b_25637803': -69.0, 'b_25679357': -69.0, 'b_32213193': -74.0}"
4259,m_4187,s_3807184,"{'b_27022819': -66.0, 'b_21789699': -69.0, 'b_40884227': -73.0, 'b_52825028': -70.0, 'b_14006614': -64.0, 'b_2045614': -75.0, 'b_16394973': -65.0, 'b_21789651': -80.0, 'b_17501486': -66.0, 'b_26124318': -76.0, 'b_26124319': -76.0, 'b_13897366': -62.0, 'b_2045660': -70.0, 'b_48006653': -67.0, 'b_21789686': -79.0, 'b_17788461': -62.0, 'b_43928204': -65.0, 'b_16394974': -59.0, 'b_21789700': -63.0, 'b_13300231': -72.0, 'b_6856225': -48.0, 'b_21789608': -66.0, 'b_21789609': -65.0, 'b_25439106': -62.0, 'b_38140960': -74.0, 'b_38140961': -80.0}"
4260,m_4187,s_381578,"{'b_44678419': -51.0, 'b_47838843': -74.0, 'b_48212754': -62.0, 'b_18257262': -76.0, 'b_46448018': -75.0, 'b_25679529': -65.0, 'b_21789817': -51.0, 'b_21789818': -46.0, 'b_30818866': -67.0, 'b_30818891': -68.0}"
4261,m_4187,s_381876,"{'b_26124531': -79.0, 'b_20505678': -67.0, 'b_25679449': -74.0, 'b_25639336': -74.0, 'b_25639337': -70.0, 'b_21005537': -70.0, 'b_26125287': -78.0, 'b_26125286': -77.0, 'b_26124318': -77.0, 'b_26124319': -78.0, 'b_26125288': -79.0, 'b_36898371': -75.0, 'b_25678974': -78.0, 'b_25679358': -75.0, 'b_32213193': -77.0, 'b_25679604': -65.0, 'b_25679605': -64.0, 'b_21790112': -71.0, 'b_26124320': -74.0, 'b_40821070': -77.0, 'b_30761741': -48.0, 'b_26124454': -79.0}"
4262,m_4187,s_386448,"{'b_7949858': -57.0, 'b_18253212': -64.0, 'b_25679629': -77.0, 'b_2045614': -80.0, 'b_52825028': -70.0, 'b_52821083': -76.0, 'b_21789652': -64.0, 'b_21789651': -70.0, 'b_12874659': -76.0, 'b_26452129': -53.0, 'b_41172313': -75.0, 'b_21789712': -80.0, 'b_21789713': -71.0, 'b_47779712': -31.0, 'b_13303874': -52.0, 'b_13303875': -61.0, 'b_53881436': -79.0, 'b_25679820': -79.0, 'b_13897366': -75.0, 'b_16946488': -74.0, 'b_37956754': -73.0, 'b_2045660': -77.0, 'b_32948667': -53.0, 'b_25638880': -70.0, 'b_30466656': -73.0, 'b_21789686': -78.0, 'b_21789687': -71.0, 'b_13300231': -52.0, 'b_17788461': -74.0, 'b_21790002': -79.0, 'b_21790003': -75.0, 'b_20862984': -77.0, 'b_6856225': -75.0, 'b_13300232': -61.0, 'b_21789608': -71.0, 'b_21789609': -68.0, 'b_53944696': -73.0, 'b_53881435': -73.0, 'b_25439106': -71.0, 'b_12874626': -79.0}"
4263,m_4187,s_3889144,"{'b_25679196': -60.0, 'b_40733557': -65.0, 'b_25678908': -49.0, 'b_25678907': -57.0, 'b_47772265': -64.0, 'b_40083468': -68.0, 'b_11447095': -57.0}"
4264,m_4187,s_389586,"{'b_26124187': -79.0, 'b_26125272': -76.0, 'b_25679797': -69.0, 'b_25678800': -52.0, 'b_11512928': -63.0, 'b_18192212': -68.0, 'b_25679796': -70.0, 'b_15718453': -65.0, 'b_28175667': -65.0, 'b_26124419': -77.0, 'b_25678799': -58.0, 'b_18448100': -51.0}"
4265,m_4187,s_389668,"{'b_25639079': -55.0, 'b_25639078': -61.0, 'b_26124417': -81.0, 'b_26124416': -78.0, 'b_38042497': -53.0, 'b_21702745': -76.0, 'b_36898363': -60.0, 'b_25679644': -80.0, 'b_25679645': -72.0, 'b_11860496': -71.0, 'b_38042496': -47.0}"
4266,m_4187,s_3901721,"{'b_26125457': -70.0, 'b_26124416': -77.0, 'b_26125272': -81.0, 'b_13871916': -75.0, 'b_6977065': -68.0, 'b_26125459': -64.0, 'b_21702743': -70.0, 'b_21702745': -68.0, 'b_45319129': -72.0, 'b_28175667': -68.0, 'b_51152858': -74.0, 'b_8560153': -42.0, 'b_13871915': -69.0, 'b_26124614': -70.0, 'b_26124419': -81.0, 'b_17620186': -43.0, 'b_8325301': -42.0, 'b_33407296': -70.0, 'b_13103414': -31.0, 'b_13103415': -38.0, 'b_26125458': -73.0, 'b_39978108': -70.0, 'b_25679736': -79.0, 'b_36898349': -69.0, 'b_26124613': -79.0, 'b_26124612': -76.0, 'b_25679737': -70.0, 'b_16394882': -68.0, 'b_12217812': -71.0, 'b_19085785': -69.0, 'b_16394881': -75.0}"
4267,m_4187,s_3902254,"{'b_14934101': -66.0, 'b_52991507': -79.0, 'b_25679325': -76.0, 'b_25678854': -70.0, 'b_53095067': -51.0, 'b_25678853': -75.0, 'b_14277007': -68.0, 'b_15575714': -73.0, 'b_53095066': -43.0}"
4268,m_4187,s_390986,"{'b_31419207': -79.0, 'b_25639626': -73.0, 'b_11860391': -81.0, 'b_25639627': -68.0, 'b_41048741': -48.0, 'b_32710665': -74.0, 'b_32710666': -81.0, 'b_30882483': -81.0, 'b_41097095': -42.0, 'b_25639198': -71.0, 'b_41096622': -55.0, 'b_12774517': -80.0, 'b_5834020': -80.0, 'b_17047935': -78.0, 'b_25639197': -79.0}"
4269,m_4187,s_396421,"{'b_41002359': -72.0, 'b_53098107': -78.0, 'b_26124441': -77.0, 'b_41071685': -44.0, 'b_34566671': -76.0, 'b_16305885': -79.0, 'b_16305886': -74.0, 'b_32630239': -72.0, 'b_21789514': -83.0, 'b_16305874': -81.0, 'b_25678780': -82.0, 'b_26124440': -73.0, 'b_21695272': -81.0, 'b_21695271': -80.0, 'b_13800266': -72.0}"
4270,m_4187,s_401037,"{'b_26125272': -77.0, 'b_26125273': -80.0, 'b_13871916': -82.0, 'b_11512928': -76.0, 'b_21702743': -76.0, 'b_21702745': -76.0, 'b_28175667': -68.0, 'b_18192212': -75.0, 'b_25678799': -65.0, 'b_31579822': -79.0, 'b_26124419': -81.0, 'b_25678800': -58.0, 'b_52945929': -62.0, 'b_13103414': -76.0, 'b_28175593': -78.0, 'b_15718453': -76.0, 'b_45356987': -78.0, 'b_1207559': -74.0, 'b_18448100': -68.0, 'b_26124187': -78.0, 'b_25639450': -80.0, 'b_25679796': -81.0, 'b_25679797': -79.0, 'b_26124189': -67.0, 'b_26124188': -78.0, 'b_1202308': -77.0, 'b_36898349': -73.0, 'b_12217812': -74.0, 'b_19085785': -74.0, 'b_1202307': -74.0}"
4271,m_4187,s_401820,"{'b_18339538': -63.0, 'b_49273398': -80.0, 'b_21789652': -75.0, 'b_21789651': -81.0, 'b_45233098': -78.0, 'b_12874659': -71.0, 'b_16403760': -76.0, 'b_41172313': -79.0, 'b_21789710': -65.0, 'b_21789711': -60.0, 'b_21789752': -68.0, 'b_21789753': -66.0, 'b_42830286': -64.0, 'b_49492468': -74.0, 'b_21789535': -53.0, 'b_26124461': -74.0, 'b_50020914': -50.0, 'b_50020915': -57.0, 'b_11483260': -61.0, 'b_2045666': -75.0, 'b_50234335': -73.0, 'b_1845390': -69.0, 'b_21789534': -56.0, 'b_21790003': -73.0, 'b_18466879': -70.0, 'b_36897603': -62.0, 'b_21790002': -81.0, 'b_11483259': -53.0, 'b_14355730': -71.0, 'b_21789775': -79.0, 'b_15362440': -67.0, 'b_52924290': -73.0, 'b_6841853': -75.0}"
