mall_id,shop_id,wifi_infos
m_2578,s_3882791,42
m_2578,s_3920141,256
m_2578,s_3925018,1
m_2578,s_3948172,1
m_2578,s_3952482,16
m_2578,s_3963040,4
m_2578,s_3967762,5
m_2578,s_3974900,30
m_2578,s_3975748,46
m_2578,s_3975931,13
m_2578,s_3979208,8
m_2578,s_3979524,20
m_2578,s_3981751,26
m_2578,s_3991062,68
m_2578,s_3991232,7
m_2578,s_3991932,4
m_2578,s_4000067,5
m_2578,s_4011957,4
m_2578,s_4012903,4
m_2578,s_4013847,22
m_2578,s_4014093,9
m_2578,s_4014814,4
m_2578,s_4016783,5
m_2578,s_4018804,23
m_2578,s_4019088,1
m_2578,s_4023435,6
m_2578,s_4023619,1
m_2578,s_4034223,1
m_2578,s_42165,80
m_2578,s_454791,93
m_2578,s_4941,86
m_2578,s_501261,67
m_2578,s_516128,31
m_2578,s_518572,78
m_2578,s_524182,107
m_2578,s_53821,32
m_2578,s_547406,318
m_2578,s_567265,53
m_2578,s_567454,2
m_2578,s_567522,2
m_2578,s_59357,115
m_2578,s_60640,115
m_2578,s_608483,147
m_2578,s_63077,88
m_2578,s_644005,204
m_2578,s_646280,521
m_2578,s_648494,40
m_2578,s_657603,148
m_2578,s_683879,17
m_2578,s_683992,94
m_2578,s_697546,264
m_2578,s_701289,36
m_2578,s_71270,71
m_2578,s_736077,25
m_2578,s_77352,76
m_2578,s_780480,30
m_2578,s_79412,118
m_2578,s_798899,63
m_2578,s_86392,17
m_2578,s_868845,10
m_2578,s_8817,179
m_2578,s_989402,132
m_2715,s_1037773,21
m_2715,s_1063190,36
m_2715,s_1082544,5
m_2715,s_1140554,188
m_2715,s_1176856,103
m_2715,s_143917,37
m_2715,s_1442689,213
m_2715,s_146081,19
m_2715,s_1481986,128
m_2715,s_159108,315
m_2715,s_162892,115
m_2715,s_167820,71
m_2715,s_168882,21
m_2715,s_1800828,57
m_2715,s_1813734,16
m_2715,s_181442,55
m_2715,s_184554,23
m_2715,s_187145,177
m_2715,s_188807,192
m_2715,s_195832,44
m_2715,s_213147,67
m_2715,s_2145835,60
m_2715,s_2218204,30
m_2715,s_2218913,1
m_2715,s_222757,36
m_2715,s_2240322,82
m_2715,s_228704,32
m_2715,s_2678298,177
m_2715,s_2769247,117
m_2715,s_2769856,165
m_2715,s_2893943,72
m_2715,s_3012938,21
m_2715,s_3186836,1
m_2715,s_329812,125
m_2715,s_3359298,49
m_2715,s_3402938,43
m_2715,s_340767,93
m_2715,s_3419503,34
m_2715,s_3427791,8
m_2715,s_3452951,379
m_2715,s_3469837,11
m_2715,s_3501756,13
m_2715,s_350828,87
m_2715,s_3526415,76
m_2715,s_3551162,5
m_2715,s_3701971,5
m_2715,s_3798599,1
m_2715,s_382067,52
m_2715,s_3835616,75
m_2715,s_3843003,12
m_2715,s_3869281,8
m_2715,s_3879145,19
m_2715,s_389634,145
m_2715,s_3955780,84
m_2715,s_3977397,64
m_2715,s_4024388,17
m_2715,s_4056102,3
m_2715,s_408470,299
m_2715,s_433764,46
m_2715,s_439760,34
m_2715,s_440002,80
m_2715,s_463313,10
m_2715,s_481908,1
m_2715,s_524694,41
m_2715,s_576963,37
m_2715,s_612942,11
m_2715,s_691437,77
m_2715,s_701810,65
m_2715,s_738967,157
m_2715,s_760841,3
m_2715,s_770690,30
m_2715,s_822868,86
m_2715,s_843360,113
m_2715,s_894561,20
m_2715,s_901395,122
m_2715,s_967788,11
m_2878,s_1049353,89
m_2878,s_10539,170
m_2878,s_1124770,1
m_2878,s_1157558,6
m_2878,s_11618,625
m_2878,s_1188731,414
m_2878,s_1212114,27
m_2878,s_130911,250
m_2878,s_1383327,83
m_2878,s_1476672,18
m_2878,s_1517377,71
m_2878,s_167638,28
m_2878,s_2049760,17
m_2878,s_2089339,104
m_2878,s_2273915,94
m_2878,s_233101,449
m_2878,s_240078,41
m_2878,s_2556812,1
m_2878,s_2632928,4
m_2878,s_2637136,43
m_2878,s_2644770,54
m_2878,s_2692218,102
m_2878,s_2741934,49
m_2878,s_283157,449
m_2878,s_2904756,10
m_2878,s_298564,94
m_2878,s_3017624,169
m_2878,s_3199162,142
m_2878,s_329687,1
m_2878,s_3528050,113
m_2878,s_353690,27
m_2878,s_354330,47
m_2878,s_358841,46
m_2878,s_3698335,89
m_2878,s_3792277,230
m_2878,s_381879,41
m_2878,s_3859225,125
m_2878,s_3870828,120
m_2878,s_3895066,73
m_2878,s_3906475,6
m_2878,s_398456,237
m_2878,s_406851,141
m_2878,s_408448,49
m_2878,s_420551,34
m_2878,s_426639,103
m_2878,s_431027,2
m_2878,s_431363,43
m_2878,s_43858,214
m_2878,s_463247,1
m_2878,s_471502,164
m_2878,s_490047,91
m_2878,s_494242,125
m_2878,s_494877,54
m_2878,s_494878,108
m_2878,s_494879,55
m_2878,s_494929,109
m_2878,s_495011,133
m_2878,s_495394,120
m_2878,s_495395,36
m_2878,s_495551,115
m_2878,s_49830,106
m_2878,s_507727,133
m_2878,s_520698,358
m_2878,s_529763,233
m_2878,s_534409,78
m_2878,s_53724,30
m_2878,s_538266,278
m_2878,s_557885,28
m_2878,s_567108,74
m_2878,s_59734,83
m_2878,s_628049,483
m_2878,s_63154,109
m_2878,s_642336,10
m_2878,s_700922,175
m_2878,s_706740,33
m_2878,s_71070,73
m_2878,s_725192,79
m_2878,s_727233,55
m_2878,s_750148,17
m_2878,s_80627,293
m_2878,s_807897,167
m_2878,s_81246,201
m_2878,s_850927,176
m_2878,s_87450,17
m_2878,s_939447,60
m_2878,s_95648,2
m_2878,s_95903,518
m_2907,s_1086206,9
m_2907,s_1199884,165
m_2907,s_1294888,122
m_2907,s_1401773,1
m_2907,s_143588,65
m_2907,s_151451,546
m_2907,s_1525961,101
m_2907,s_155889,118
m_2907,s_1646057,7
m_2907,s_165145,95
m_2907,s_173275,62
m_2907,s_1748902,238
m_2907,s_1804988,115
m_2907,s_2037491,3
m_2907,s_2045884,82
m_2907,s_233745,69
m_2907,s_251693,461
m_2907,s_2585264,34
m_2907,s_2910788,24
m_2907,s_295478,1
m_2907,s_2955979,14
m_2907,s_298440,680
m_2907,s_306344,172
m_2907,s_308284,145
m_2907,s_314774,258
m_2907,s_320268,85
m_2907,s_3291836,151
m_2907,s_3410446,131
m_2907,s_3476910,168
m_2907,s_3552574,169
m_2907,s_3556665,11
m_2907,s_3566050,38
m_2907,s_357977,41
m_2907,s_360270,107
m_2907,s_3606005,67
m_2907,s_3711589,32
m_2907,s_3731100,2
m_2907,s_3735647,32
m_2907,s_3803156,4
m_2907,s_3815852,71
m_2907,s_382813,51
m_2907,s_3854910,8
m_2907,s_386366,44
m_2907,s_3956482,22
m_2907,s_4004510,1
m_2907,s_400482,3259
m_2907,s_440359,109
m_2907,s_497663,13
m_2907,s_49962,254
m_2907,s_505550,20
m_2907,s_509363,36
m_2907,s_510668,242
m_2907,s_512430,33
m_2907,s_561149,57
m_2907,s_595640,5
m_2907,s_644307,2095
m_2907,s_644978,1
m_2907,s_672434,155
m_2907,s_690065,17
m_2907,s_71278,93
m_2907,s_717732,145
m_2907,s_73259,285
m_2907,s_757227,103
m_2907,s_764933,280
m_2907,s_773700,38
m_2907,s_779452,1
m_2907,s_783339,27
m_2907,s_853254,47
m_2907,s_862686,34
m_2907,s_893644,41
m_2907,s_941287,11
m_2907,s_948414,345
m_2907,s_95357,78
m_2907,s_956384,45
m_3005,s_11905,466
m_3005,s_1220777,76
m_3005,s_1222415,69
m_3005,s_1222417,40
m_3005,s_1228219,69
m_3005,s_1309013,148
m_3005,s_1313811,447
m_3005,s_140444,44
m_3005,s_143304,3544
m_3005,s_152509,766
m_3005,s_1531620,236
m_3005,s_181214,440
m_3005,s_1844579,242
m_3005,s_1877194,76
m_3005,s_1917381,228
m_3005,s_1931691,184
m_3005,s_203124,192
m_3005,s_203539,174
m_3005,s_208691,161
m_3005,s_2150741,226
m_3005,s_2204,76
m_3005,s_22175,706
m_3005,s_2269194,91
m_3005,s_2269525,123
m_3005,s_2663655,86
m_3005,s_288644,318
m_3005,s_2924143,47
m_3005,s_292928,126
m_3005,s_2938197,104
m_3005,s_293857,35
m_3005,s_2943285,100
m_3005,s_296179,837
m_3005,s_2970543,295
m_3005,s_299211,38
m_3005,s_300408,61
m_3005,s_3008560,8
m_3005,s_3295160,61
m_3005,s_3401,124
m_3005,s_3576927,132
m_3005,s_358089,420
m_3005,s_3609633,6
m_3005,s_3668174,5
m_3005,s_3692210,74
m_3005,s_370471,94
m_3005,s_3723778,73
m_3005,s_3757390,143
m_3005,s_3792685,66
m_3005,s_3799168,23
m_3005,s_3816766,285
m_3005,s_3819840,778
m_3005,s_383621,137
m_3005,s_3851861,160
m_3005,s_387113,45
m_3005,s_388667,292
m_3005,s_3903111,35
m_3005,s_3912689,302
m_3005,s_393316,233
m_3005,s_3941652,22
m_3005,s_3941825,47
m_3005,s_3941918,101
m_3005,s_3943725,12
m_3005,s_3953709,26
m_3005,s_396134,39
m_3005,s_3964277,278
m_3005,s_3991935,201
m_3005,s_3996822,115
m_3005,s_3998141,97
m_3005,s_404621,477
m_3005,s_414148,89
m_3005,s_427603,305
m_3005,s_431349,59
m_3005,s_457301,317
m_3005,s_47109,55
m_3005,s_47211,278
m_3005,s_47863,628
m_3005,s_486311,428
m_3005,s_53709,50
m_3005,s_549956,114
m_3005,s_564416,115
m_3005,s_5951,296
m_3005,s_60117,82
m_3005,s_63061,184
m_3005,s_675557,112
m_3005,s_694655,81
m_3005,s_700745,209
m_3005,s_701998,11
m_3005,s_745386,52
m_3005,s_769239,447
m_3005,s_828102,55
m_3005,s_831,824
m_3005,s_89288,519
m_3005,s_92839,692
m_3005,s_97894,135
m_3019,s_1005343,328
m_3019,s_1180531,38
m_3019,s_1381318,36
m_3019,s_141426,88
m_3019,s_1454924,1
m_3019,s_14960,19
m_3019,s_1498344,160
m_3019,s_180535,147
m_3019,s_1930802,54
m_3019,s_1951185,204
m_3019,s_1960167,38
m_3019,s_1965485,57
m_3019,s_2080003,24
m_3019,s_2718207,29
m_3019,s_3250879,31
m_3019,s_3256363,36
m_3019,s_3422165,85
m_3019,s_372193,69
m_3019,s_375562,33
m_3019,s_376621,16
m_3019,s_3767532,19
m_3019,s_3784961,192
m_3019,s_378561,7
m_3019,s_3791472,72
m_3019,s_379487,231
m_3019,s_3795241,193
m_3019,s_379620,195
m_3019,s_382017,27
m_3019,s_3824406,65
m_3019,s_383212,233
m_3019,s_383755,811
m_3019,s_384336,26
m_3019,s_384780,180
m_3019,s_386088,605
m_3019,s_386161,81
m_3019,s_3875022,59
m_3019,s_389555,293
m_3019,s_394724,331
m_3019,s_398738,86
m_3019,s_403990,125
m_3019,s_436419,20
m_3019,s_439729,25
m_3019,s_441708,69
m_3019,s_461223,62
m_3019,s_465504,89
m_3019,s_476314,54
m_3019,s_485630,427
m_3019,s_504120,58
m_3019,s_520370,185
m_3019,s_521547,68
m_3019,s_579073,26
m_3019,s_597803,2
m_3019,s_621759,154
m_3019,s_634435,89
m_3019,s_662903,57
m_3019,s_762783,119
m_3019,s_763464,16
m_3019,s_768771,77
m_3019,s_821170,360
m_3019,s_826180,283
m_3019,s_931814,44
m_3019,s_996334,37
m_3054,s_1442641,283
m_3054,s_156162,242
m_3054,s_1720647,182
m_3054,s_174533,167
m_3054,s_190309,1
m_3054,s_2259315,396
m_3054,s_233433,172
m_3054,s_235880,317
m_3054,s_2637184,26
m_3054,s_2764412,417
m_3054,s_279544,190
m_3054,s_280773,78
m_3054,s_293773,397
m_3054,s_2963410,1
m_3054,s_3004068,83
m_3054,s_301310,57
m_3054,s_303957,497
m_3054,s_3053702,20
m_3054,s_3072052,202
m_3054,s_309689,65
m_3054,s_320038,27
m_3054,s_3469334,252
m_3054,s_3551701,132
m_3054,s_3702487,83
m_3054,s_3758382,145
m_3054,s_3793826,65
m_3054,s_381304,368
m_3054,s_3823606,93
m_3054,s_3826401,70
m_3054,s_3868421,240
m_3054,s_3874960,4
m_3054,s_3886210,268
m_3054,s_3890075,3
m_3054,s_3900820,225
m_3054,s_3906934,610
m_3054,s_391018,553
m_3054,s_391295,315
m_3054,s_393555,4
m_3054,s_3953413,75
m_3054,s_3953789,34
m_3054,s_3953898,93
m_3054,s_395648,89
m_3054,s_3980013,143
m_3054,s_3987223,94
m_3054,s_398762,218
m_3054,s_3991528,55
m_3054,s_3993408,21
m_3054,s_3994117,258
m_3054,s_3996134,54
m_3054,s_4003541,17
m_3054,s_4012896,105
m_3054,s_4050136,5
m_3054,s_413468,14
m_3054,s_414948,1
m_3054,s_421640,90
m_3054,s_422330,55
m_3054,s_42362,30
m_3054,s_423753,135
m_3054,s_433329,1
m_3054,s_434051,93
m_3054,s_436376,169
m_3054,s_440983,80
m_3054,s_444363,127
m_3054,s_467665,83
m_3054,s_471469,102
m_3054,s_476540,1
m_3054,s_488259,130
m_3054,s_506675,404
m_3054,s_528678,23
m_3054,s_535257,126
m_3054,s_586616,61
m_3054,s_591402,198
m_3054,s_717954,154
m_3054,s_76171,171
m_3054,s_804494,32
m_3054,s_808775,12
m_3054,s_810161,589
m_3054,s_820961,2
m_3054,s_89166,133
m_3112,s_101108,59
m_3112,s_1040819,20
m_3112,s_1047760,122
m_3112,s_1080420,133
m_3112,s_121342,45
m_3112,s_1270881,3
m_3112,s_131231,4
m_3112,s_1320358,126
m_3112,s_136680,186
m_3112,s_1439008,463
m_3112,s_1492973,101
m_3112,s_164419,91
m_3112,s_178307,210
m_3112,s_2006218,313
m_3112,s_2022353,2
m_3112,s_2156168,149
m_3112,s_216973,14
m_3112,s_2395885,84
m_3112,s_254310,225
m_3112,s_2601781,103
m_3112,s_2660732,135
m_3112,s_2770690,17
m_3112,s_298834,81
m_3112,s_300974,18
m_3112,s_3029645,1
m_3112,s_324505,15
m_3112,s_3550665,19
m_3112,s_3574175,91
m_3112,s_3575554,8
m_3112,s_3596754,57
m_3112,s_3597108,2
m_3112,s_3636096,1
m_3112,s_3639161,225
m_3112,s_3671663,23
m_3112,s_3722944,3
m_3112,s_3735661,46
m_3112,s_3743128,72
m_3112,s_3795106,83
m_3112,s_3809735,16
m_3112,s_382369,46
m_3112,s_3852786,5
m_3112,s_386666,96
m_3112,s_3881448,387
m_3112,s_3897945,3
m_3112,s_3922,112
m_3112,s_3926503,82
m_3112,s_3937854,231
m_3112,s_3990815,13
m_3112,s_3991363,16
m_3112,s_4002002,52
m_3112,s_401807,69
m_3112,s_4026013,2
m_3112,s_405002,370
m_3112,s_411767,1561
m_3112,s_429597,73
m_3112,s_43493,396
m_3112,s_442870,98
m_3112,s_449515,770
m_3112,s_45249,134
m_3112,s_455590,1
m_3112,s_5025,67
m_3112,s_552752,119
m_3112,s_556040,178
m_3112,s_59518,83
m_3112,s_60832,226
m_3112,s_66534,127
m_3112,s_695646,105
m_3112,s_69608,1
m_3112,s_70410,307
m_3112,s_72718,12
m_3112,s_80293,150
m_3112,s_809736,175
m_3112,s_82414,227
m_3112,s_826167,1
m_3112,s_83054,94
m_3112,s_89488,24
m_3313,s_10124,63
m_3313,s_1044992,1
m_3313,s_1057081,9
m_3313,s_1085665,17
m_3313,s_12236,158
m_3313,s_1387635,4
m_3313,s_1403511,27
m_3313,s_1408547,9
m_3313,s_147180,5
m_3313,s_163655,6
m_3313,s_181785,41
m_3313,s_1885927,32
m_3313,s_1941781,3
m_3313,s_2243773,9
m_3313,s_2404711,1
m_3313,s_2861564,1
m_3313,s_301531,22
m_3313,s_301685,217
m_3313,s_3042369,9
m_3313,s_3050809,13
m_3313,s_3055137,4
m_3313,s_3064730,12
m_3313,s_3165371,12
m_3313,s_3310165,1
m_3313,s_3319144,3
m_3313,s_3320370,87
m_3313,s_3324100,1
m_3313,s_3398,23
m_3313,s_3511533,2
m_3313,s_3520117,35
m_3313,s_3527972,2
m_3313,s_355247,18
m_3313,s_3616885,23
m_3313,s_3678572,22
m_3313,s_370277,9
m_3313,s_3746740,2
m_3313,s_3794269,5
m_3313,s_3829497,11
m_3313,s_3837306,22
m_3313,s_3837609,25
m_3313,s_3864743,71
m_3313,s_3885881,4
m_3313,s_3904406,17
m_3313,s_3920547,3
m_3313,s_3966958,7
m_3313,s_3969241,10
m_3313,s_3991112,2
m_3313,s_3999493,8
m_3313,s_400935,1499
m_3313,s_414335,47
m_3313,s_416611,57
m_3313,s_417999,38
m_3313,s_419617,26
m_3313,s_4225,17
m_3313,s_432485,5
m_3313,s_448243,31
m_3313,s_452308,11
m_3313,s_454507,32
m_3313,s_470898,51
m_3313,s_494947,13
m_3313,s_498018,24
m_3313,s_543183,25
m_3313,s_554345,526
m_3313,s_557192,17
m_3313,s_574869,1
m_3313,s_598000,35
m_3313,s_602810,37
m_3313,s_605804,22
m_3313,s_611573,13
m_3313,s_626967,7
m_3313,s_698266,4
m_3313,s_73584,85
m_3313,s_772484,7
m_3313,s_814634,25
m_3313,s_843322,9
m_3313,s_934511,1
m_3313,s_935626,1
m_3425,s_1025732,174
m_3425,s_1172496,109
m_3425,s_122231,89
m_3425,s_1309123,85
m_3425,s_13425,222
m_3425,s_164301,146
m_3425,s_169103,45
m_3425,s_170764,7
m_3425,s_181427,79
m_3425,s_188394,2
m_3425,s_2048802,12
m_3425,s_2094190,40
m_3425,s_264128,197
m_3425,s_287344,173
m_3425,s_296358,67
m_3425,s_296904,597
m_3425,s_3299897,47
m_3425,s_337979,28
m_3425,s_341237,56
m_3425,s_3585902,134
m_3425,s_3695180,380
m_3425,s_3729334,127
m_3425,s_3737240,69
m_3425,s_3758722,59
m_3425,s_3810827,35
m_3425,s_382441,81
m_3425,s_3902397,8
m_3425,s_3917956,22
m_3425,s_3923463,29
m_3425,s_3923924,2
m_3425,s_3928606,2
m_3425,s_3951004,33
m_3425,s_3973661,17
m_3425,s_3973772,65
m_3425,s_3997580,100
m_3425,s_401337,455
m_3425,s_4020419,21
m_3425,s_4140,121
m_3425,s_414697,112
m_3425,s_416400,4
m_3425,s_422119,239
m_3425,s_428601,181
m_3425,s_431074,190
m_3425,s_431313,23
m_3425,s_431783,204
m_3425,s_433637,132
m_3425,s_433721,45
m_3425,s_435763,34
m_3425,s_440156,2
m_3425,s_445794,1
m_3425,s_454855,48
m_3425,s_461343,57
m_3425,s_463496,4
m_3425,s_481494,273
m_3425,s_482619,49
m_3425,s_483911,49
m_3425,s_533668,174
m_3425,s_552320,119
m_3425,s_582415,5
m_3425,s_614582,50
m_3425,s_687775,250
m_3425,s_728605,36
m_3425,s_734111,11
m_3425,s_756468,2
m_3425,s_7652,390
m_3425,s_809622,78
m_3425,s_814268,20
m_3425,s_993600,68
m_3445,s_10579,257
m_3445,s_1100967,8
m_3445,s_1130627,552
m_3445,s_1195442,102
m_3445,s_119793,23
m_3445,s_1203918,147
m_3445,s_12569,267
m_3445,s_127341,2
m_3445,s_1354731,178
m_3445,s_1490183,44
m_3445,s_1539595,240
m_3445,s_1743210,41
m_3445,s_176407,85
m_3445,s_1818662,36
m_3445,s_182221,105
m_3445,s_1981830,81
m_3445,s_1995028,100
m_3445,s_2033581,11
m_3445,s_2044098,84
m_3445,s_205205,111
m_3445,s_2095919,59
m_3445,s_241687,448
m_3445,s_2435509,22
m_3445,s_274190,12
m_3445,s_2888407,152
m_3445,s_292369,147
m_3445,s_3033477,35
m_3445,s_3040044,1
m_3445,s_3142688,1
m_3445,s_31606,76
m_3445,s_3173412,145
m_3445,s_321230,45
m_3445,s_3314801,6
m_3445,s_335997,120
m_3445,s_3445033,1
m_3445,s_34883,199
m_3445,s_36142,88
m_3445,s_3618795,133
m_3445,s_362745,1
m_3445,s_3740350,81
m_3445,s_3753017,1
m_3445,s_382308,70
m_3445,s_3824,162
m_3445,s_3826384,93
m_3445,s_392147,74
m_3445,s_3947065,8
m_3445,s_3966211,2
m_3445,s_4004068,61
m_3445,s_4004348,87
m_3445,s_4004971,4
m_3445,s_4122,150
m_3445,s_450729,155
m_3445,s_476342,35
m_3445,s_48060,193
m_3445,s_497467,11
m_3445,s_526455,3
m_3445,s_534575,129
m_3445,s_60120,31
m_3445,s_606867,93
m_3445,s_617296,69
m_3445,s_645735,118
m_3445,s_73741,66
m_3445,s_767679,4
m_3445,s_842395,103
m_3445,s_89774,13
m_3445,s_925556,127
m_3445,s_928034,13
m_3445,s_928037,11
m_3501,s_1014806,1
m_3501,s_1134841,1
m_3501,s_113954,12
m_3501,s_1170544,56
m_3501,s_13203,449
m_3501,s_1434794,162
m_3501,s_1827294,101
m_3501,s_1889397,5
m_3501,s_189786,126
m_3501,s_251078,214
m_3501,s_251580,28
m_3501,s_2611356,42
m_3501,s_2625411,1
m_3501,s_2817508,21
m_3501,s_2865886,2
m_3501,s_3194668,9
m_3501,s_3255919,5
m_3501,s_327280,344
m_3501,s_330797,184
m_3501,s_3468943,24
m_3501,s_356020,444
m_3501,s_3575637,50
m_3501,s_3590469,5
m_3501,s_3685142,7
m_3501,s_3760598,1
m_3501,s_3768925,2
m_3501,s_3772638,9
m_3501,s_3796828,41
m_3501,s_380143,52
m_3501,s_3815869,36
m_3501,s_382399,26
m_3501,s_3825140,1
m_3501,s_3829514,13
m_3501,s_3860188,11
m_3501,s_3914457,575
m_3501,s_392461,73
m_3501,s_3971191,46
m_3501,s_3972023,127
m_3501,s_3999712,19
m_3501,s_4019921,1
m_3501,s_4021199,6
m_3501,s_407606,88
m_3501,s_407816,66
m_3501,s_408606,21
m_3501,s_409538,129
m_3501,s_409612,40
m_3501,s_411824,132
m_3501,s_4141,94
m_3501,s_417191,129
m_3501,s_420923,4
m_3501,s_423691,85
m_3501,s_428084,118
m_3501,s_429822,163
m_3501,s_430108,26
m_3501,s_442368,33
m_3501,s_461744,48
m_3501,s_471642,1
m_3501,s_473689,42
m_3501,s_552304,87
m_3501,s_557020,19
m_3501,s_603620,192
m_3501,s_623912,33
m_3501,s_634097,5
m_3501,s_646206,131
m_3501,s_658584,1
m_3501,s_701925,3
m_3501,s_729659,183
m_3501,s_784975,79
m_3501,s_841809,17
m_3501,s_862038,1
m_3501,s_889883,287
m_3501,s_909217,40
m_3517,s_1023891,291
m_3517,s_1126255,140
m_3517,s_1166591,11
m_3517,s_1204060,15
m_3517,s_130047,116
m_3517,s_1393961,37
m_3517,s_1429374,53
m_3517,s_1440951,88
m_3517,s_1494292,38
m_3517,s_168315,216
m_3517,s_175424,133
m_3517,s_175731,153
m_3517,s_188891,170
m_3517,s_194923,86
m_3517,s_195349,99
m_3517,s_1961895,337
m_3517,s_2021747,37
m_3517,s_2136726,1
m_3517,s_2141819,1
m_3517,s_2436466,1
m_3517,s_243737,153
m_3517,s_249396,75
m_3517,s_250736,481
m_3517,s_285599,33
m_3517,s_286809,80
m_3517,s_290240,92
m_3517,s_2913910,64
m_3517,s_2921331,2
m_3517,s_2921590,1
m_3517,s_2964862,65
m_3517,s_2974859,149
m_3517,s_2996919,76
m_3517,s_305973,508
m_3517,s_317053,76
m_3517,s_3283560,6
m_3517,s_3369930,357
m_3517,s_351128,174
m_3517,s_3596300,16
m_3517,s_3597318,37
m_3517,s_3653231,36
m_3517,s_3663014,84
m_3517,s_3669031,30
m_3517,s_3681945,12
m_3517,s_3691337,13
m_3517,s_3697881,874
m_3517,s_3744382,7
m_3517,s_3744599,35
m_3517,s_3788701,1
m_3517,s_3812485,1
m_3517,s_381325,348
m_3517,s_3819623,5
m_3517,s_382188,80
m_3517,s_3823453,155
m_3517,s_383937,861
m_3517,s_3859393,1
m_3517,s_3865994,12
m_3517,s_3869748,40
m_3517,s_3870659,4
m_3517,s_3900289,4
m_3517,s_3903313,1
m_3517,s_3913479,51
m_3517,s_3943613,17
m_3517,s_3952507,44
m_3517,s_3962641,25
m_3517,s_399115,22
m_3517,s_4003936,1
m_3517,s_4004456,2
m_3517,s_4034102,2
m_3517,s_461797,117
m_3517,s_478478,1640
m_3517,s_523118,64
m_3517,s_541562,30
m_3517,s_542437,3
m_3517,s_548917,174
m_3517,s_588297,67
m_3517,s_590965,330
m_3517,s_593574,14
m_3517,s_606870,100
m_3517,s_628695,6
m_3517,s_638849,1
m_3517,s_642151,268
m_3517,s_650493,156
m_3517,s_708547,70
m_3517,s_763467,64
m_3517,s_788583,94
m_3517,s_793220,52
m_3517,s_819290,173
m_3517,s_830488,1
m_3517,s_862472,2
m_3517,s_940913,449
m_3528,s_1134867,1
m_3528,s_1211332,96
m_3528,s_12350,315
m_3528,s_12547,420
m_3528,s_1368107,42
m_3528,s_1418188,25
m_3528,s_1418359,171
m_3528,s_1429127,8
m_3528,s_147339,1
m_3528,s_1480073,1
m_3528,s_17554,232
m_3528,s_1800808,13
m_3528,s_1924337,212
m_3528,s_1981451,48
m_3528,s_2047922,618
m_3528,s_2082860,62
m_3528,s_210668,136
m_3528,s_2618197,551
m_3528,s_2650203,42
m_3528,s_296910,243
m_3528,s_3087166,57
m_3528,s_3099334,173
m_3528,s_3114438,54
m_3528,s_3251180,72
m_3528,s_3492065,200
m_3528,s_3576978,28
m_3528,s_3601347,50
m_3528,s_3702317,97
m_3528,s_3751959,122
m_3528,s_3767227,44
m_3528,s_3768116,23
m_3528,s_3768888,68
m_3528,s_3804650,13
m_3528,s_3863840,134
m_3528,s_3902074,11
m_3528,s_390636,1
m_3528,s_3932598,39
m_3528,s_3942545,4
m_3528,s_3977173,36
m_3528,s_3981250,52
m_3528,s_399267,32
m_3528,s_404488,54
m_3528,s_408034,52
m_3528,s_415407,72
m_3528,s_41660,75
m_3528,s_420230,436
m_3528,s_429217,301
m_3528,s_431919,176
m_3528,s_431937,49
m_3528,s_442496,84
m_3528,s_45807,71
m_3528,s_460225,73
m_3528,s_472750,98
m_3528,s_473862,74
m_3528,s_477389,186
m_3528,s_479701,38
m_3528,s_502727,1
m_3528,s_503217,101
m_3528,s_54378,77
m_3528,s_59737,50
m_3528,s_644511,121
m_3528,s_647383,77
m_3528,s_666314,86
m_3528,s_68740,207
m_3528,s_688920,162
m_3528,s_718071,31
m_3528,s_737752,23
m_3528,s_780829,6
m_3528,s_86316,12
m_3528,s_894870,146
m_3528,s_940905,20
m_3528,s_945298,61
m_3528,s_96187,91
m_3739,s_1010498,96
m_3739,s_1191050,150
m_3739,s_1196706,65
m_3739,s_133772,227
m_3739,s_137744,119
m_3739,s_161194,821
m_3739,s_212532,51
m_3739,s_2259021,135
m_3739,s_240201,148
m_3739,s_242485,32
m_3739,s_246939,290
m_3739,s_262507,126
m_3739,s_2814368,98
m_3739,s_2901791,138
m_3739,s_2925263,352
m_3739,s_3065235,112
m_3739,s_3068188,93
m_3739,s_3099560,255
m_3739,s_3259736,265
m_3739,s_3259751,41
m_3739,s_3392998,113
m_3739,s_350316,1405
m_3739,s_3518028,120
m_3739,s_3535224,57
m_3739,s_3550069,491
m_3739,s_35936,111
m_3739,s_359471,290
m_3739,s_3622417,610
m_3739,s_3694161,130
m_3739,s_3753476,22
m_3739,s_3815875,25
m_3739,s_3816060,125
m_3739,s_3822224,9
m_3739,s_3822324,79
m_3739,s_3831548,386
m_3739,s_3846330,418
m_3739,s_3853328,293
m_3739,s_3854663,16
m_3739,s_3858871,143
m_3739,s_386146,415
m_3739,s_386147,148
m_3739,s_3862055,1
m_3739,s_3871151,21
m_3739,s_3873363,47
m_3739,s_3891192,42
m_3739,s_389945,99
m_3739,s_3981393,52
m_3739,s_3984812,1
m_3739,s_3990904,184
m_3739,s_3992136,86
m_3739,s_399584,215
m_3739,s_4004913,94
m_3739,s_4033892,5
m_3739,s_410705,360
m_3739,s_412876,53
m_3739,s_413128,21
m_3739,s_414483,177
m_3739,s_417391,188
m_3739,s_4244,318
m_3739,s_426191,46
m_3739,s_435292,30
m_3739,s_43983,279
m_3739,s_441326,129
m_3739,s_442713,352
m_3739,s_44872,122
m_3739,s_4550,117
